shopping_mall_id,shopping_mall
3598,"aventura mall"
3599,"king of prussia mall"
3600,"the grove"
3601,"central world"
3602,"moscow mall"
3603,"pavilion kuala lumpur"
3604,vivocity
3605,"galleria mall"
3606,"sm seaside city cebu"
3607,"central embassy"
3608,"nanjing deji plaza"
3609,"the shops at columbus circle"
3610,"mall of the emirates"
3611,"beverly center"
3612,"galleria vittorio emanuele ii"
3613,"westfield parramatta"
3614,"westfield london"
3615,"lotte world mall"
3616,"lotte world mall"
3617,"central world"
3618,"tokyo midtown"
3619,"the grove"
3620,"king of prussia mall"
3621,"the dubai mall"
3622,"mall of the emirates"
3623,"robinsons place manila"
3624,kanyon
3625,"oasis mall"
3626,"central embassy"
3627,"mall of the emirates"
3628,"lujiazui shopping mall"
3629,"sm seaside city cebu"
3630,"the shops at columbus circle"
3631,"marina bay sands shopping mall"
3632,"fifth avenue"
3633,"galleria mall"
3634,"moscow mall"
3635,"westfield parramatta"
3636,"galeries lafayette"
3637,takashimaya
3638,"beverly center"
3639,"south coast plaza"
3640,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3641,"prada store tokyo"
3642,"centro santa fe"
3643,"central world"
3644,"the mall at millenia"
3645,"korsh mall"
3646,"marina bay sands shopping mall"
3647,"galeries lafayette"
3648,"la rinascente"
3649,"king of prussia mall"
3650,"prada store tokyo"
3651,"lujiazui shopping mall"
3652,"dubai mall"
3653,"sm mall of asia"
3654,"westfield world trade center"
3655,"marina bay sands shopping mall"
3656,"robinsons place manila"
3657,"zorlu center"
3658,"korsh mall"
3659,"plaza satÃƒÂ©lite"
3660,"la rinascente"
3661,"the shops at columbus circle"
3662,"robinsons place manila"
3663,"the shops at columbus circle"
3664,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3665,"sm mall of asia"
3666,"tokyo midtown"
3667,"plaza satÃƒÂ©lite"
3668,"dubai mall"
3669,"prada store tokyo"
3670,"galeries lafayette"
3671,"centro santa fe"
3672,vivocity
3673,"chadstone shopping centre"
3674,"lotte world mall"
3675,"central embassy"
3676,"westfield world trade center"
3677,"galeries lafayette"
3678,"marina bay sands shopping mall"
3679,"oasis mall"
3680,"the grove"
3681,"the mall at millenia"
3682,"the grove"
3683,"pavilion kuala lumpur"
3684,"beverly center"
3685,"galleria vittorio emanuele ii"
3686,"centro santa fe"
3687,"istanbul cevahir avm"
3688,"faisalabad mall"
3689,"galleria mall"
3690,"sm seaside city cebu"
3691,"centro coyoacÃƒÂ¡n"
3692,"sm mall of asia"
3693,"sm mall of asia"
3694,"the dubai mall"
3695,"south coast plaza"
3696,"the grove"
3697,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3698,takashimaya
3699,"galeries lafayette"
3700,"oasis mall"
3701,"the dubai mall"
3702,"the grove"
3703,kanyon
3704,"robinsons galleria"
3705,"zorlu center"
3706,"king of prussia mall"
3707,"fifth avenue"
3708,"forum istanbul"
3709,"mall of the emirates"
3710,"robinsons galleria"
3711,"centro santa fe"
3712,"the shops at columbus circle"
3713,"fifth avenue"
3714,"forum istanbul"
3715,"the shops at columbus circle"
3716,"pavilion kuala lumpur"
3717,"zorlu center"
3718,"korsh mall"
3719,"galleria mall"
3720,"sm mall of asia"
3721,"zorlu center"
3722,"tokyo midtown"
3723,"dubai mall"
3724,"pavilion kuala lumpur"
3725,"lujiazui shopping mall"
3726,"galeries lafayette"
3727,"south coast plaza"
3728,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3729,"fifth avenue"
3730,"the dubai mall"
3731,"westfield world trade center"
3732,"plaza satÃƒÂ©lite"
3733,"aventura mall"
3734,"mall of america"
3735,"the outlets at orange"
3736,"westfield london"
3737,"pavilion kuala lumpur"
3738,"siam paragon"
3739,"prada store tokyo"
3740,"pavilion kuala lumpur"
3741,"beverly center"
3742,"kuala lumpur city centre (klcc)"
3743,"lotte world mall"
3744,"nanjing deji plaza"
3745,"nanjing deji plaza"
3746,"lotte world mall"
3747,"aventura mall"
3748,"lujiazui shopping mall"
3749,kanyon
3750,"siam paragon"
3751,"centro coyoacÃƒÂ¡n"
3752,"zorlu center"
3753,"chadstone shopping centre"
3754,"mall of america"
3755,"zorlu center"
3756,"chadstone shopping centre"
3757,"central world"
3758,"westfield london"
3759,"sm mall of asia"
3760,"korsh mall"
3761,"fifth avenue"
3762,"dubai mall"
3763,"kuala lumpur city centre (klcc)"
3764,"centro santa fe"
3765,"centro coyoacÃƒÂ¡n"
3766,"galeries lafayette"
3767,"central embassy"
3768,"king abdulaziz center"
3769,"siam paragon"
3770,"central world"
3771,"dubai mall"
3772,"aventura mall"
3773,"sm seaside city cebu"
3774,"robinsons galleria"
3775,"central world"
3776,"dubai mall"
3777,"la rinascente"
3778,"nanjing deji plaza"
3779,"lotte world mall"
3780,"galleria mall"
3781,"the shops at columbus circle"
3782,"the dubai mall"
3783,"zorlu center"
3784,"galeries lafayette"
3785,"mitsui outlet park"
3786,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3787,"the shops at columbus circle"
3788,"moscow mall"
3789,"sm seaside city cebu"
3790,"dubai mall"
3791,"mitsui outlet park"
3792,"istanbul cevahir avm"
3793,"central embassy"
3794,"westfield london"
3795,"galleria vittorio emanuele ii"
3796,vivocity
3797,"mall of america"
3798,vivocity
3799,"the mall at millenia"
3800,"robinsons galleria"
3801,"nanjing deji plaza"
3802,"beverly center"
3803,"siam paragon"
3804,"westfield world trade center"
3805,"prada store tokyo"
3806,"prada store tokyo"
3807,"fifth avenue"
3808,"galeries lafayette"
3809,"istanbul cevahir avm"
3810,kanyon
3811,"king of prussia mall"
3812,"galleria vittorio emanuele ii"
3813,"fifth avenue"
3814,"dubai mall"
3815,"la rinascente"
3816,"sm seaside city cebu"
3817,"westfield parramatta"
3818,"mitsui outlet park"
3819,"korsh mall"
3820,"kuala lumpur city centre (klcc)"
3821,"la rinascente"
3822,"mitsui outlet park"
3823,"mall of america"
3824,"westfield london"
3825,"galeries lafayette"
3826,"central embassy"
3827,vivocity
3828,"nanjing deji plaza"
3829,"westfield world trade center"
3830,"nanjing deji plaza"
3831,"istanbul cevahir avm"
3832,"centro coyoacÃƒÂ¡n"
3833,"westfield world trade center"
3834,kanyon
3835,"pavilion kuala lumpur"
3836,"galeries lafayette"
3837,"faisalabad mall"
3838,"forum istanbul"
3839,"nanjing deji plaza"
3840,"la rinascente"
3841,"centro santa fe"
3842,kanyon
3843,"king of prussia mall"
3844,"galeries lafayette"
3845,"dubai mall"
3846,"the mall at millenia"
3847,"dubai mall"
3848,vivocity
3849,"the mall at millenia"
3850,"galleria mall"
3851,"lotte world mall"
3852,"the outlets at orange"
3853,"aventura mall"
3854,"the dubai mall"
3855,"galleria mall"
3856,"zorlu center"
3857,"kuala lumpur city centre (klcc)"
3858,"south coast plaza"
3859,"mall of the emirates"
3860,"central embassy"
3861,"mall of the emirates"
3862,"the grove"
3863,"centro coyoacÃƒÂ¡n"
3864,"galleria mall"
3865,"westfield parramatta"
3866,"moscow mall"
3867,"zorlu center"
3868,"central world"
3869,vivocity
3870,"westfield world trade center"
3871,"centro coyoacÃƒÂ¡n"
3872,"oasis mall"
3873,"lotte world mall"
3874,"pavilion kuala lumpur"
3875,"dubai mall"
3876,"forum istanbul"
3877,"moscow mall"
3878,"robinsons place manila"
3879,"the shops at columbus circle"
3880,"prada store tokyo"
3881,"la rinascente"
3882,"plaza satÃƒÂ©lite"
3883,"king of prussia mall"
3884,"westfield world trade center"
3885,"korsh mall"
3886,"plaza satÃƒÂ©lite"
3887,"istanbul cevahir avm"
3888,"king of prussia mall"
3889,"south coast plaza"
3890,"central embassy"
3891,"centro coyoacÃƒÂ¡n"
3892,"central world"
3893,"korsh mall"
3894,"centro santa fe"
3895,"westfield parramatta"
3896,"zorlu center"
3897,"dubai mall"
3898,"oasis mall"
3899,"the dubai mall"
3900,"the dubai mall"
3901,"tokyo midtown"
3902,"zorlu center"
3903,"galleria mall"
3904,vivocity
3905,takashimaya
3906,"zorlu center"
3907,"lotte world mall"
3908,"galleria vittorio emanuele ii"
3909,"istanbul cevahir avm"
3910,"moscow mall"
3911,"lotte world mall"
3912,"lotte world mall"
3913,"forum istanbul"
3914,"kuala lumpur city centre (klcc)"
3915,"prada store tokyo"
3916,"prada store tokyo"
3917,"galleria mall"
3918,"lotte world mall"
3919,"dubai mall"
3920,"westfield parramatta"
3921,"the mall at millenia"
3922,"faisalabad mall"
3923,"robinsons place manila"
3924,"galeries lafayette"
3925,"central embassy"
3926,takashimaya
3927,"tokyo midtown"
3928,"pavilion kuala lumpur"
3929,"istanbul cevahir avm"
3930,"prada store tokyo"
3931,"galleria mall"
3932,takashimaya
3933,"fifth avenue"
3934,"korsh mall"
3935,"westfield parramatta"
3936,"king abdulaziz center"
3937,"king abdulaziz center"
3938,"central world"
3939,takashimaya
3940,"korsh mall"
3941,"central embassy"
3942,kanyon
3943,"prada store tokyo"
3944,kanyon
3945,"centro santa fe"
3946,"fifth avenue"
3947,"centro coyoacÃƒÂ¡n"
3948,"beverly center"
3949,"forum istanbul"
3950,"westfield parramatta"
3951,"aventura mall"
3952,"dubai mall"
3953,"dubai mall"
3954,"westfield parramatta"
3955,"galleria mall"
3956,"galleria vittorio emanuele ii"
3957,"plaza satÃƒÂ©lite"
3958,"the dubai mall"
3959,"galeries lafayette"
3960,"la rinascente"
3961,kanyon
3962,"galleria vittorio emanuele ii"
3963,"aventura mall"
3964,"mitsui outlet park"
3965,"robinsons place manila"
3966,"mall of the emirates"
3967,"zorlu center"
3968,"moscow mall"
3969,"siam paragon"
3970,vivocity
3971,"king abdulaziz center"
3972,"centro santa fe"
3973,"central embassy"
3974,"plaza satÃƒÂ©lite"
3975,"king abdulaziz center"
3976,"aventura mall"
3977,"pavilion kuala lumpur"
3978,"south coast plaza"
3979,"westfield parramatta"
3980,"central embassy"
3981,"sm seaside city cebu"
3982,"westfield london"
3983,"beverly center"
3984,"tokyo midtown"
3985,"nanjing deji plaza"
3986,"forum istanbul"
3987,"sm seaside city cebu"
3988,"aventura mall"
3989,"prada store tokyo"
3990,"king of prussia mall"
3991,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
3992,"mitsui outlet park"
3993,"westfield parramatta"
3994,"sm mall of asia"
3995,"robinsons place manila"
3996,vivocity
3997,"king abdulaziz center"
3998,"la rinascente"
3999,"korsh mall"
4000,"the grove"
4001,"mall of america"
4002,"robinsons galleria"
4003,"king abdulaziz center"
4004,"plaza satÃƒÂ©lite"
4005,"marina bay sands shopping mall"
4006,"dubai mall"
4007,"pavilion kuala lumpur"
4008,"the mall at millenia"
4009,"nanjing deji plaza"
4010,"the shops at columbus circle"
4011,"tokyo midtown"
4012,"mall of america"
4013,"westfield london"
4014,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
4015,"westfield london"
4016,"zorlu center"
4017,"galeries lafayette"
4018,"centro santa fe"
4019,"tokyo midtown"
4020,"fifth avenue"
4021,"faisalabad mall"
4022,"south coast plaza"
4023,"chadstone shopping centre"
4024,"robinsons galleria"
4025,"aventura mall"
4026,"oasis mall"
4027,"tokyo midtown"
4028,kanyon
4029,"king abdulaziz center"
4030,"istanbul cevahir avm"
4031,"zorlu center"
4032,"kuala lumpur city centre (klcc)"
4033,"robinsons place manila"
4034,"westfield parramatta"
4035,"prada store tokyo"
4036,"fifth avenue"
4037,"lujiazui shopping mall"
4038,"korsh mall"
4039,"mitsui outlet park"
4040,kanyon
4041,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
4042,"king abdulaziz center"
4043,"nanjing deji plaza"
4044,"la rinascente"
4045,"zorlu center"
4046,"the dubai mall"
4047,"dubai mall"
4048,"the shops at columbus circle"
4049,"the outlets at orange"
4050,"korsh mall"
4051,"marina bay sands shopping mall"
4052,"the mall at millenia"
4053,"korsh mall"
4054,"the shops at columbus circle"
4055,"tokyo midtown"
4056,"tokyo midtown"
4057,"lotte world mall"
4058,"mall of america"
4059,"galeries lafayette"
4060,"faisalabad mall"
4061,"mall of the emirates"
4062,"istanbul cevahir avm"
4063,"lujiazui shopping mall"
4064,"the outlets at orange"
4065,"beverly center"
4066,"robinsons galleria"
4067,"mall of the emirates"
4068,"galeries lafayette"
4069,"marina bay sands shopping mall"
4070,kanyon
4071,"oasis mall"
4072,"korsh mall"
4073,"siam paragon"
4074,"chadstone shopping centre"
4075,"the dubai mall"
4076,"lujiazui shopping mall"
4077,"westfield london"
4078,"moscow mall"
4079,"dubai mall"
4080,"lotte world mall"
4081,"dubai mall"
4082,"central embassy"
4083,"dubai mall"
4084,"prada store tokyo"
4085,"south coast plaza"
4086,vivocity
4087,"the mall at millenia"
4088,"westfield london"
4089,"marina bay sands shopping mall"
4090,"korsh mall"
4091,"south coast plaza"
4092,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
4093,"dubai mall"
4094,"westfield world trade center"
4095,"marina bay sands shopping mall"
4096,"dubai mall"
4097,"westfield parramatta"
4098,"forum istanbul"
4099,"galleria vittorio emanuele ii"
4100,"king of prussia mall"
4101,"galleria vittorio emanuele ii"
4102,"siam paragon"
4103,vivocity
4104,"avenue des champs-ÃƒÂ©lysÃƒÂ©es"
4105,"pavilion kuala lumpur"
4106,"galeries lafayette"
4107,"the outlets at orange"
4108,"prada store tokyo"
4109,"siam paragon"
4110,"lujiazui shopping mall"
4111,"prada store tokyo"
4112,"mitsui outlet park"
4113,"robinsons galleria"
4114,"dubai mall"
4115,"the outlets at orange"
4116,"central embassy"
4117,"siam paragon"
4118,vivocity
4119,"aventura mall"
4120,"prada store tokyo"
4121,"mitsui outlet park"
4122,"aventura mall"
4123,"forum istanbul"
4124,"lotte world mall"
4125,"westfield london"
4126,"dubai mall"
4127,"tokyo midtown"
4128,"king abdulaziz center"
4129,"the dubai mall"
4130,"central embassy"
4131,"south coast plaza"
4132,"siam paragon"
4133,"plaza satÃƒÂ©lite"
4134,"kuala lumpur city centre (klcc)"
4135,"pavilion kuala lumpur"
4136,"king of prussia mall"
4137,"centro santa fe"
4138,"marina bay sands shopping mall"
4139,"beverly center"
4140,kanyon
4141,"galeries lafayette"
4142,"central embassy"
4143,"the mall at millenia"
4144,"istanbul cevahir avm"
4145,"pavilion kuala lumpur"
4146,"westfield london"
4147,"moscow mall"
4148,"moscow mall"
4149,"tokyo midtown"
4150,"moscow mall"
4151,"nanjing deji plaza"
4152,"the mall at millenia"
4153,"south coast plaza"
4154,"the mall at millenia"
4155,"lujiazui shopping mall"
4156,"the dubai mall"
4157,"westfield world trade center"
4158,"siam paragon"
4159,"the grove"
4160,"moscow mall"
4161,kanyon
4162,"tokyo midtown"
4163,"forum istanbul"
4164,"istanbul cevahir avm"
4165,"central world"
4166,"moscow mall"
4167,"lotte world mall"
4168,"nanjing deji plaza"
4169,"siam paragon"
4170,"marina bay sands shopping mall"
4171,"galleria vittorio emanuele ii"
4172,"istanbul cevahir avm"
4173,"korsh mall"
4174,"siam paragon"
4175,"chadstone shopping centre"
4176,"the grove"
4177,"dubai mall"
4178,"dubai mall"
4179,"istanbul cevahir avm"
4180,"plaza satÃƒÂ©lite"
4181,"lujiazui shopping mall"
4182,"faisalabad mall"
4183,"tokyo midtown"
4184,"korsh mall"
4185,takashimaya
4186,"pavilion kuala lumpur"
4187,"westfield world trade center"
4188,"dubai mall"
4189,"south coast plaza"
4190,"lujiazui shopping mall"
4191,"sm mall of asia"
4192,"mall of the emirates"
4193,"marina bay sands shopping mall"
4194,"dubai mall"
4195,"lotte world mall"
4196,"faisalabad mall"
4197,kanyon
4198,"aventura mall"
4199,"galeries lafayette"
4200,"moscow mall"
4201,"westfield world trade center"
4202,"galleria mall"
4203,"mall of america"
4204,"central world"
4205,"the shops at columbus circle"
4206,"nanjing deji plaza"
4207,"sm mall of asia"
4208,"kuala lumpur city centre (klcc)"
4209,"sm mall of asia"
4210,"lotte world mall"
4211,"sm seaside city cebu"
4212,takashimaya
4213,"korsh mall"
4214,"beverly center"
4215,"westfield parramatta"
4216,"dubai mall"
4217,"westfield world trade center"
4218,"prada store tokyo"
4219,"king of prussia mall"
4220,"westfield london"
4221,"centro coyoacÃƒÂ¡n"
4222,"robinsons galleria"
4223,"westfield london"
4224,"faisalabad mall"
4225,"mitsui outlet park"
4226,"siam paragon"
4227,"central embassy"
4228,"mitsui outlet park"
4229,"the shops at columbus circle"
4230,"marina bay sands shopping mall"
4231,"central embassy"
4232,"tokyo midtown"
4233,"tokyo midtown"
4234,"fifth avenue"
4235,"aventura mall"
4236,"tokyo midtown"
4237,"zorlu center"
4238,"aventura mall"
4239,"moscow mall"
4240,"forum istanbul"
4241,"tokyo midtown"
4242,"the dubai mall"
4243,vivocity
4244,"lujiazui shopping mall"
4245,"mall of america"
4246,"sm seaside city cebu"
4247,"the shops at columbus circle"
4248,"central world"
4249,"fifth avenue"
4250,"marina bay sands shopping mall"
4251,"centro coyoacÃƒÂ¡n"
4252,"tokyo midtown"
4253,"centro santa fe"
4254,"forum istanbul"
4255,"mall of america"
4256,"king of prussia mall"
4257,"king abdulaziz center"
4258,"moscow mall"
4259,"korsh mall"
4260,"robinsons place manila"
4261,"central world"
4262,"aventura mall"
4263,"faisalabad mall"
4264,"centro coyoacÃƒÂ¡n"
4265,"zorlu center"
4266,"robinsons galleria"
4267,"plaza satÃƒÂ©lite"
4268,"galeries lafayette"
4269,"king abdulaziz center"
4270,"mall of the emirates"
4271,vivocity
4272,"the mall at millenia"
4273,"beverly center"
4274,"sm mall of asia"
4275,"galleria vittorio emanuele ii"
4276,"south coast plaza"
4277,"aventura mall"
4278,"faisalabad mall"
4279,"the grove"
4280,"robinsons galleria"
4281,"dubai mall"
4282,"central embassy"
4283,takashimaya
4284,"king of prussia mall"
4285,"kuala lumpur city centre (klcc)"
4286,"the shops at columbus circle"
4287,"lujiazui shopping mall"
4288,"lotte world mall"
4289,"westfield parramatta"
4290,"lotte world mall"
4291,"la rinascente"
4292,"aventura mall"
4293,"westfield world trade center"
4294,"galeries lafayette"
4295,"galleria vittorio emanuele ii"
4296,"zorlu center"
4297,"mitsui outlet park"
4298,"istanbul cevahir avm"
4299,"aventura mall"
4300,kanyon
4301,"lujiazui shopping mall"
4302,"lujiazui shopping mall"
4303,"pavilion kuala lumpur"
4304,"kuala lumpur city centre (klcc)"
4305,"robinsons place manila"
4306,"sm seaside city cebu"
4307,"galeries lafayette"
4308,kanyon
4309,"beverly center"
4310,"centro santa fe"
4311,"westfield london"
4312,"nanjing deji plaza"
4313,"westfield london"
4314,"the outlets at orange"
4315,"oasis mall"
4316,"korsh mall"
4317,"dubai mall"
4318,"marina bay sands shopping mall"
4319,"istanbul cevahir avm"
4320,kanyon
4321,"the outlets at orange"
4322,"dubai mall"
4323,takashimaya
4324,"prada store tokyo"
4325,"zorlu center"
4326,"faisalabad mall"
4327,"oasis mall"
4328,"central embassy"
4329,"the outlets at orange"
4330,"plaza satÃƒÂ©lite"
4331,"galleria mall"
4332,"westfield parramatta"
4333,"robinsons place manila"
4334,"dubai mall"
4335,"faisalabad mall"
4336,"the shops at columbus circle"
4337,"dubai mall"
4338,"pavilion kuala lumpur"
