invoice_no,customer_id,gender,age,category,shopping_mall,country,quantity,price,payment_method,invoice_date,total_cost,normalized_spending,season,age_group,store_name
I185276,C285743,0,47,Shoes,the shops at columbus circle,USA,5,3000.85,Credit Card,12/09/2022,15004.25,0.571590476,Autumn,36+,Nike
I275004,C143243,1,65,Toys,mall of america,USA,4,143.36,Cash,12/09/2022,573.44,0.021845333,Autumn,36+,Disney Store
I172791,C923049,0,45,Cosmetics,aventura mall,USA,1,40.66,Debit Card,12/09/2022,40.66,0.001548952,Autumn,36+,Ulta Beauty
I152085,C251681,0,34,Food & Beverage,the shops at columbus circle,USA,2,10.46,Debit Card,12/09/2022,20.92,0.000796952,Autumn,26-35,Mcdonald's
I315612,C524215,1,30,Souvenir,kuala lumpur city centre (klcc),Malaysia,1,11.73,Credit Card,12/09/2022,11.73,0.000446857,Autumn,26-35,Shop the World
I308299,C375449,0,38,Cosmetics,the grove,USA,2,81.32,Credit Card,12/09/2022,162.64,0.00619581,Autumn,36+,The Body Shop
I200080,C110074,1,41,Cosmetics,mall of america,USA,1,40.66,Credit Card,12/09/2022,40.66,0.001548952,Autumn,36+,The Body Shop
I150845,C229246,1,37,Clothing,king of prussia mall,USA,1,300.08,Credit Card,12/09/2022,300.08,0.011431619,Autumn,36+,H&M
I838107,C165592,1,36,Food & Beverage,sm seaside city cebu,Philippines,4,20.92,Debit Card,11/09/2022,83.68,0.00318781,Autumn,36+,Taco Bell
I159123,C220881,1,19,Food & Beverage,avenue des champs-Ã©lysÃ©es,France,4,20.92,Cash,11/09/2022,83.68,0.00318781,Autumn,18-25,Carrefour
I296205,C265594,1,45,Food & Beverage,dubai mall,UAE,4,20.92,Credit Card,11/09/2022,83.68,0.00318781,Autumn,36+,Mcdonald's
I318289,C114013,1,35,Cosmetics,tokyo midtown,Japan,1,40.66,Credit Card,11/09/2022,40.66,0.001548952,Autumn,26-35,The Body Shop
I205452,C290531,1,27,Clothing,robinsons place manila,Philippines,3,900.24,Cash,11/09/2022,2700.72,0.102884571,Autumn,26-35,Forever 21
I292600,C214115,0,61,Cosmetics,centro santa fe,Mexico,4,162.64,Credit Card,11/09/2022,650.56,0.024783238,Autumn,36+,Ulta Beauty
I182483,C321197,1,36,Shoes,kanyon,Turkey,5,3000.85,Credit Card,11/09/2022,15004.25,0.571590476,Autumn,36+,New Balance
I172641,C144219,1,37,Toys,central world,Thailand,5,179.2,Cash,11/09/2022,896,0.034133333,Autumn,36+,Toys R Us
I339896,C358324,0,49,Clothing,lujiazui shopping mall,China,4,1200.32,Cash,11/09/2022,4801.28,0.182905905,Autumn,36+,H&M
I257259,C294110,1,19,Clothing,aventura mall,USA,5,1500.4,Credit Card,11/09/2022,7502,0.285790476,Autumn,18-25,H&M
I758949,C172371,1,67,Shoes,beverly center,USA,5,3000.85,Cash,11/09/2022,15004.25,0.571590476,Autumn,36+,Nike
I104570,C275405,1,62,Clothing,oasis mall,Egypt,2,600.16,Cash,10/09/2022,1200.32,0.045726476,Autumn,36+,Forever 21
I187787,C175970,0,38,Technology,central embassy,Thailand,1,1050,Cash,10/09/2022,1050,0.04,Autumn,36+,Samsung
I526892,C101261,1,31,Cosmetics,mall of america,USA,5,203.3,Debit Card,10/09/2022,1016.5,0.03872381,Autumn,26-35,MAC
I259457,C103029,0,38,Clothing,dubai mall,UAE,2,600.16,Debit Card,10/09/2022,1200.32,0.045726476,Autumn,36+,Gap
I128640,C995074,0,60,Cosmetics,kanyon,Turkey,4,162.64,Credit Card,10/09/2022,650.56,0.024783238,Autumn,36+,MAC
I222861,C242540,1,62,Shoes,westfield world trade center,USA,5,3000.85,Credit Card,10/09/2022,15004.25,0.571590476,Autumn,36+,New Balance
I402376,C309926,0,34,Shoes,king abdulaziz center,Saudi Arabia,5,3000.85,Cash,10/09/2022,15004.25,0.571590476,Autumn,26-35,Foot Locker
I150972,C637452,0,19,Technology,takashimaya,Japan,4,4200,Credit Card,10/09/2022,16800,0.64,Autumn,18-25,Sony Store
I295366,C169576,1,26,Clothing,centro santa fe,Mexico,5,1500.4,Cash,10/09/2022,7502,0.285790476,Autumn,26-35,Zara
I213496,C294052,1,29,Cosmetics,marina bay sands shopping mall,Singapore,4,162.64,Credit Card,10/09/2022,650.56,0.024783238,Autumn,26-35,The Body Shop
I306880,C265921,0,30,Shoes,the grove,USA,4,2400.68,Cash,10/09/2022,9602.72,0.365817905,Autumn,26-35,Adidas
I724358,C213658,0,19,Shoes,kanyon,Turkey,5,3000.85,Credit Card,10/09/2022,15004.25,0.571590476,Autumn,18-25,Nike
I149245,C103182,1,55,Clothing,moscow mall,Russia,1,300.08,Cash,10/09/2022,300.08,0.011431619,Autumn,36+,Gap
I222925,C235613,1,68,Clothing,vivocity,Singapore,1,300.08,Cash,10/09/2022,300.08,0.011431619,Autumn,36+,Forever 21
I219745,C195140,1,54,Clothing,prada store tokyo,Japan,1,300.08,Credit Card,10/09/2022,300.08,0.011431619,Autumn,36+,H&M
I240605,C432805,1,49,Cosmetics,lujiazui shopping mall,China,1,40.66,Credit Card,10/09/2022,40.66,0.001548952,Autumn,36+,Sephora
I138457,C285630,1,31,Cosmetics,oasis mall,Egypt,1,40.66,Credit Card,09/09/2022,40.66,0.001548952,Autumn,26-35,MAC
I262869,C732450,0,28,Clothing,south coast plaza,USA,1,300.08,Credit Card,09/09/2022,300.08,0.011431619,Autumn,26-35,Prada
I179183,C115059,1,21,Souvenir,the grove,USA,1,11.73,Debit Card,09/09/2022,11.73,0.000446857,Autumn,18-25,World Market
I606511,C307535,1,37,Souvenir,nanjing deji plaza,China,2,23.46,Credit Card,09/09/2022,46.92,0.001787429,Autumn,36+,Shop the World
I255952,C205438,0,43,Clothing,king abdulaziz center,Saudi Arabia,1,300.08,Cash,09/09/2022,300.08,0.011431619,Autumn,36+,Zara
I340931,C260318,1,18,Cosmetics,king abdulaziz center,Saudi Arabia,2,81.32,Credit Card,09/09/2022,162.64,0.00619581,Autumn,18-25,Ulta Beauty
I314445,C170497,1,28,Cosmetics,the dubai mall,UAE,1,40.66,Credit Card,09/09/2022,40.66,0.001548952,Autumn,26-35,MAC
I120773,C242701,1,43,Cosmetics,oasis mall,Egypt,3,121.98,Cash,09/09/2022,365.94,0.013940571,Autumn,36+,MAC
I300273,C250476,0,43,Souvenir,the grove,USA,4,46.92,Credit Card,09/09/2022,187.68,0.007149714,Autumn,36+,The Souvenir Shop
I202747,C175177,1,60,Food & Beverage,prada store tokyo,Japan,1,5.23,Cash,09/09/2022,5.23,0.000199238,Autumn,36+,Starbucks
I159395,C196895,1,50,Cosmetics,faisalabad mall,Pakistan,5,203.3,Credit Card,09/09/2022,1016.5,0.03872381,Autumn,36+,MAC
I118533,C186209,0,26,Clothing,aventura mall,USA,3,900.24,Debit Card,09/09/2022,2700.72,0.102884571,Autumn,26-35,Gap
I793131,C204451,0,19,Cosmetics,aventura mall,USA,4,162.64,Cash,09/09/2022,650.56,0.024783238,Autumn,18-25,MAC
I135098,C322924,0,18,Clothing,pavilion kuala lumpur,Malaysia,5,1500.4,Cash,09/09/2022,7502,0.285790476,Autumn,18-25,Prada
I245496,C126670,0,41,Food & Beverage,zorlu center,Turkey,1,5.23,Cash,09/09/2022,5.23,0.000199238,Autumn,36+,Starbucks
I175473,C654030,1,51,Souvenir,galeries lafayette,France,1,11.73,Credit Card,08/09/2022,11.73,0.000446857,Autumn,36+,The Souvenir Shop
I187771,C220461,1,58,Cosmetics,chadstone shopping centre,Australia,1,40.66,Debit Card,08/09/2022,40.66,0.001548952,Autumn,36+,The Body Shop
I136517,C185401,0,31,Cosmetics,the grove,USA,2,81.32,Credit Card,08/09/2022,162.64,0.00619581,Autumn,26-35,Sephora
I284848,C324697,1,44,Food & Beverage,the grove,USA,5,26.15,Cash,08/09/2022,130.75,0.004980952,Autumn,36+,Starbucks
I281576,C239060,1,69,Food & Beverage,king abdulaziz center,Saudi Arabia,5,26.15,Cash,08/09/2022,130.75,0.004980952,Autumn,36+,Carrefour
I320763,C107797,1,55,Cosmetics,the grove,USA,3,121.98,Cash,08/09/2022,365.94,0.013940571,Autumn,36+,The Body Shop
I203525,C335061,1,37,Clothing,tokyo midtown,Japan,1,300.08,Cash,08/09/2022,300.08,0.011431619,Autumn,36+,H&M
I205715,C143741,1,67,Clothing,faisalabad mall,Pakistan,2,600.16,Cash,08/09/2022,1200.32,0.045726476,Autumn,36+,H&M
I373992,C127037,1,25,Clothing,forum istanbul,Turkey,3,900.24,Cash,08/09/2022,2700.72,0.102884571,Autumn,18-25,Gap
I122072,C274259,1,27,Shoes,sm mall of asia,Philippines,5,3000.85,Credit Card,08/09/2022,15004.25,0.571590476,Autumn,26-35,New Balance
I495553,C269601,1,35,Shoes,forum istanbul,Turkey,4,2400.68,Debit Card,08/09/2022,9602.72,0.365817905,Autumn,26-35,New Balance
I218472,C236084,1,57,Clothing,lotte world mall,South Korea,3,900.24,Debit Card,08/09/2022,2700.72,0.102884571,Autumn,36+,Prada
I305513,C186875,0,50,Toys,central embassy,Thailand,5,179.2,Credit Card,08/09/2022,896,0.034133333,Autumn,36+,Disney Store
I155698,C196512,0,22,Clothing,mall of the emirates,UAE,4,1200.32,Cash,08/09/2022,4801.28,0.182905905,Autumn,18-25,Zara
I320692,C155706,1,69,Clothing,central world,Thailand,2,600.16,Cash,07/09/2022,1200.32,0.045726476,Autumn,36+,Prada
I286948,C131261,0,21,Clothing,fifth avenue,USA,2,600.16,Debit Card,07/09/2022,1200.32,0.045726476,Autumn,18-25,Forever 21
I131688,C280237,1,25,Shoes,takashimaya,Japan,4,2400.68,Cash,07/09/2022,9602.72,0.365817905,Autumn,18-25,Puma
I925011,C273488,1,60,Clothing,king abdulaziz center,Saudi Arabia,5,1500.4,Credit Card,07/09/2022,7502,0.285790476,Autumn,36+,Zara
I697934,C675075,0,30,Technology,vivocity,Singapore,2,2100,Credit Card,07/09/2022,4200,0.16,Autumn,26-35,Microsoft Store
I422934,C318606,0,68,Clothing,beverly center,USA,3,900.24,Debit Card,07/09/2022,2700.72,0.102884571,Autumn,36+,H&M
I238083,C583131,0,35,Clothing,westfield london,UK,1,300.08,Credit Card,07/09/2022,300.08,0.011431619,Autumn,26-35,Zara
I180249,C138976,0,39,Shoes,galleria vittorio emanuele ii,Italy,1,600.17,Cash,07/09/2022,600.17,0.022863619,Autumn,36+,Foot Locker
I254169,C160749,1,64,Clothing,centro coyoacÃ¡n,Mexico,1,300.08,Cash,07/09/2022,300.08,0.011431619,Autumn,36+,Gap
I175389,C207999,0,39,Food & Beverage,beverly center,USA,5,26.15,Credit Card,07/09/2022,130.75,0.004980952,Autumn,36+,Taco Bell
I121833,C223401,1,27,Toys,the outlets at orange,USA,3,107.52,Debit Card,07/09/2022,322.56,0.012288,Autumn,26-35,LEGO Store
I139556,C216057,1,41,Souvenir,beverly center,USA,2,23.46,Credit Card,07/09/2022,46.92,0.001787429,Autumn,36+,Hard Rock Cafe
I681382,C317817,1,28,Cosmetics,the shops at columbus circle,USA,3,121.98,Credit Card,07/09/2022,365.94,0.013940571,Autumn,26-35,Sephora
I287999,C123672,1,49,Food & Beverage,robinsons place manila,Philippines,1,5.23,Cash,07/09/2022,5.23,0.000199238,Autumn,36+,Carrefour
I165082,C290728,1,29,Food & Beverage,istanbul cevahir avm,Turkey,4,20.92,Cash,07/09/2022,83.68,0.00318781,Autumn,26-35,Mcdonald's
I222933,C177857,1,23,Souvenir,robinsons place manila,Philippines,3,35.19,Cash,06/09/2022,105.57,0.004021714,Autumn,18-25,Shop the World
I145550,C475865,0,38,Toys,dubai mall,UAE,3,107.52,Cash,06/09/2022,322.56,0.012288,Autumn,36+,Hamleys
I380998,C141965,0,62,Toys,chadstone shopping centre,Australia,3,107.52,Credit Card,06/09/2022,322.56,0.012288,Autumn,36+,Disney Store
I135417,C305994,0,37,Cosmetics,south coast plaza,USA,3,121.98,Credit Card,06/09/2022,365.94,0.013940571,Autumn,36+,MAC
I240153,C316245,0,43,Food & Beverage,westfield world trade center,USA,3,15.69,Cash,06/09/2022,47.07,0.001793143,Autumn,36+,Starbucks
I200133,C258019,1,40,Souvenir,sm mall of asia,Philippines,5,58.65,Cash,06/09/2022,293.25,0.011171429,Autumn,36+,World Market
I119011,C195013,1,69,Food & Beverage,the grove,USA,2,10.46,Debit Card,06/09/2022,20.92,0.000796952,Autumn,36+,Taco Bell
I305371,C283933,0,44,Cosmetics,kanyon,Turkey,1,40.66,Cash,06/09/2022,40.66,0.001548952,Autumn,36+,MAC
I255756,C293271,1,50,Cosmetics,central embassy,Thailand,1,40.66,Credit Card,06/09/2022,40.66,0.001548952,Autumn,36+,Ulta Beauty
I150686,C835345,0,22,Cosmetics,sm seaside city cebu,Philippines,3,121.98,Cash,06/09/2022,365.94,0.013940571,Autumn,18-25,The Body Shop
I440295,C875101,1,69,Food & Beverage,sm seaside city cebu,Philippines,5,26.15,Credit Card,06/09/2022,130.75,0.004980952,Autumn,36+,Carrefour
I407437,C288544,0,64,Cosmetics,forum istanbul,Turkey,5,203.3,Credit Card,06/09/2022,1016.5,0.03872381,Autumn,36+,MAC
I136183,C423664,1,59,Toys,central world,Thailand,5,179.2,Credit Card,06/09/2022,896,0.034133333,Autumn,36+,Disney Store
I936500,C324507,0,67,Clothing,plaza satÃ©lite,Mexico,5,1500.4,Cash,06/09/2022,7502,0.285790476,Autumn,36+,Forever 21
I214958,C284950,0,23,Clothing,zorlu center,Turkey,5,1500.4,Cash,06/09/2022,7502,0.285790476,Autumn,18-25,H&M
I699401,C628500,1,52,Technology,chadstone shopping centre,Australia,2,2100,Cash,06/09/2022,4200,0.16,Autumn,36+,Best Buy
I738701,C660750,1,28,Technology,the shops at columbus circle,USA,5,5250,Credit Card,06/09/2022,26250,1,Autumn,26-35,Microsoft Store
I173509,C283463,1,62,Technology,king of prussia mall,USA,5,5250,Debit Card,06/09/2022,26250,1,Autumn,36+,Apple Store
I519408,C203873,1,49,Clothing,zorlu center,Turkey,3,900.24,Credit Card,06/09/2022,2700.72,0.102884571,Autumn,36+,Gap
I108750,C252137,1,65,Cosmetics,robinsons place manila,Philippines,4,162.64,Cash,06/09/2022,650.56,0.024783238,Autumn,36+,Sephora
I297030,C201765,1,62,Clothing,takashimaya,Japan,5,1500.4,Debit Card,05/09/2022,7502,0.285790476,Autumn,36+,Forever 21
I122151,C227349,1,33,Clothing,beverly center,USA,4,1200.32,Credit Card,05/09/2022,4801.28,0.182905905,Autumn,26-35,H&M
I238630,C272568,1,41,Cosmetics,galeries lafayette,France,5,203.3,Cash,05/09/2022,1016.5,0.03872381,Autumn,36+,MAC
I339688,C150725,0,68,Technology,dubai mall,UAE,3,3150,Debit Card,05/09/2022,9450,0.36,Autumn,36+,Best Buy
I181354,C295569,1,27,Clothing,prada store tokyo,Japan,3,900.24,Credit Card,05/09/2022,2700.72,0.102884571,Autumn,26-35,Zara
I216234,C694610,1,24,Clothing,fifth avenue,USA,4,1200.32,Cash,05/09/2022,4801.28,0.182905905,Autumn,18-25,H&M
I317330,C142672,1,49,Shoes,kanyon,Turkey,5,3000.85,Credit Card,05/09/2022,15004.25,0.571590476,Autumn,36+,Adidas
I103958,C510991,0,18,Souvenir,tokyo midtown,Japan,2,23.46,Credit Card,05/09/2022,46.92,0.001787429,Autumn,18-25,Hard Rock Cafe
I322271,C188313,0,31,Food & Beverage,oasis mall,Egypt,1,5.23,Cash,05/09/2022,5.23,0.000199238,Autumn,26-35,Carrefour
I670822,C127819,1,25,Food & Beverage,zorlu center,Turkey,2,10.46,Credit Card,05/09/2022,20.92,0.000796952,Autumn,18-25,Mcdonald's
I813378,C252322,0,46,Food & Beverage,sm seaside city cebu,Philippines,2,10.46,Cash,05/09/2022,20.92,0.000796952,Autumn,36+,Taco Bell
I563988,C139472,1,54,Toys,robinsons galleria,Philippines,1,35.84,Credit Card,05/09/2022,35.84,0.001365333,Autumn,36+,LEGO Store
I220613,C363663,1,69,Clothing,central embassy,Thailand,1,300.08,Credit Card,05/09/2022,300.08,0.011431619,Autumn,36+,Zara
I875321,C304141,1,63,Toys,westfield parramatta,Australia,3,107.52,Debit Card,05/09/2022,322.56,0.012288,Autumn,36+,Hamleys
I235846,C311986,0,47,Books,chadstone shopping centre,Australia,5,75.75,Credit Card,05/09/2022,378.75,0.014428571,Autumn,36+,Kinokuniya
I253435,C162338,1,21,Cosmetics,chadstone shopping centre,Australia,3,121.98,Credit Card,05/09/2022,365.94,0.013940571,Autumn,18-25,MAC
I102371,C173386,0,18,Clothing,mall of america,USA,1,300.08,Credit Card,05/09/2022,300.08,0.011431619,Autumn,18-25,Gap
I176043,C239532,1,19,Books,sm seaside city cebu,Philippines,2,30.3,Cash,05/09/2022,60.6,0.002308571,Autumn,18-25,Books-A-Million
I151526,C335730,1,48,Food & Beverage,kanyon,Turkey,1,5.23,Credit Card,05/09/2022,5.23,0.000199238,Autumn,36+,Taco Bell
I139408,C685467,1,24,Cosmetics,plaza satÃ©lite,Mexico,2,81.32,Cash,04/09/2022,162.64,0.00619581,Autumn,18-25,MAC
I253567,C299155,1,32,Clothing,tokyo midtown,Japan,1,300.08,Credit Card,04/09/2022,300.08,0.011431619,Autumn,26-35,Gap
I281274,C130479,0,20,Clothing,faisalabad mall,Pakistan,1,300.08,Cash,04/09/2022,300.08,0.011431619,Autumn,18-25,H&M
I339965,C246871,0,53,Toys,kanyon,Turkey,2,71.68,Cash,04/09/2022,143.36,0.005461333,Autumn,36+,Toys R Us
I170015,C309446,0,63,Food & Beverage,mall of the emirates,UAE,4,20.92,Credit Card,04/09/2022,83.68,0.00318781,Autumn,36+,Mcdonald's
I720017,C730395,1,28,Food & Beverage,moscow mall,Russia,2,10.46,Credit Card,04/09/2022,20.92,0.000796952,Autumn,26-35,Mcdonald's
I318292,C107220,1,55,Books,takashimaya,Japan,5,75.75,Credit Card,04/09/2022,378.75,0.014428571,Autumn,36+,Waterstones
I233773,C103006,0,31,Books,takashimaya,Japan,3,45.45,Credit Card,04/09/2022,136.35,0.005194286,Autumn,26-35,Books-A-Million
I187703,C282964,0,28,Cosmetics,oasis mall,Egypt,1,40.66,Credit Card,04/09/2022,40.66,0.001548952,Autumn,26-35,The Body Shop
I256106,C295003,1,52,Technology,the shops at columbus circle,USA,4,4200,Credit Card,04/09/2022,16800,0.64,Autumn,36+,Apple Store
I610501,C187497,0,59,Clothing,south coast plaza,USA,5,1500.4,Debit Card,04/09/2022,7502,0.285790476,Autumn,36+,Prada
I228173,C202113,0,33,Clothing,lujiazui shopping mall,China,2,600.16,Credit Card,04/09/2022,1200.32,0.045726476,Autumn,26-35,Gap
I315808,C107065,0,65,Shoes,the dubai mall,UAE,5,3000.85,Debit Card,04/09/2022,15004.25,0.571590476,Autumn,36+,New Balance
I463005,C184801,1,43,Technology,dubai mall,UAE,5,5250,Credit Card,04/09/2022,26250,1,Autumn,36+,Sony Store
I239806,C649785,1,38,Clothing,nanjing deji plaza,China,3,900.24,Credit Card,04/09/2022,2700.72,0.102884571,Autumn,36+,Forever 21
I126102,C271151,0,21,Clothing,galleria vittorio emanuele ii,Italy,2,600.16,Cash,04/09/2022,1200.32,0.045726476,Autumn,18-25,Gap
I296235,C273813,0,57,Clothing,marina bay sands shopping mall,Singapore,5,1500.4,Debit Card,04/09/2022,7502,0.285790476,Autumn,36+,Forever 21
I186876,C333375,1,24,Clothing,galeries lafayette,France,2,600.16,Credit Card,04/09/2022,1200.32,0.045726476,Autumn,18-25,H&M
I261172,C237656,1,28,Shoes,sm seaside city cebu,Philippines,5,3000.85,Cash,04/09/2022,15004.25,0.571590476,Autumn,26-35,Puma
I242666,C264794,0,22,Clothing,king of prussia mall,USA,4,1200.32,Cash,04/09/2022,4801.28,0.182905905,Autumn,18-25,H&M
I789424,C153515,1,49,Shoes,oasis mall,Egypt,2,1200.34,Cash,03/09/2022,2400.68,0.091454476,Autumn,36+,Nike
I470990,C302238,0,27,Shoes,marina bay sands shopping mall,Singapore,3,1800.51,Credit Card,03/09/2022,5401.53,0.205772571,Autumn,26-35,New Balance
I191846,C186929,0,37,Clothing,marina bay sands shopping mall,Singapore,3,900.24,Cash,03/09/2022,2700.72,0.102884571,Autumn,36+,Forever 21
I935474,C224881,1,68,Cosmetics,la rinascente,Italy,2,81.32,Debit Card,03/09/2022,162.64,0.00619581,Autumn,36+,Sephora
I598012,C273354,0,67,Souvenir,la rinascente,Italy,2,23.46,Credit Card,03/09/2022,46.92,0.001787429,Autumn,36+,The Souvenir Shop
I139323,C171015,1,48,Cosmetics,centro coyoacÃ¡n,Mexico,1,40.66,Cash,03/09/2022,40.66,0.001548952,Autumn,36+,Ulta Beauty
I228164,C252089,0,23,Cosmetics,pavilion kuala lumpur,Malaysia,3,121.98,Cash,03/09/2022,365.94,0.013940571,Autumn,18-25,MAC
I174802,C810141,1,53,Food & Beverage,central world,Thailand,4,20.92,Cash,03/09/2022,83.68,0.00318781,Autumn,36+,Pizza Hut
I782112,C217820,1,27,Toys,faisalabad mall,Pakistan,3,107.52,Credit Card,03/09/2022,322.56,0.012288,Autumn,26-35,LEGO Store
I273316,C288891,1,37,Toys,the outlets at orange,USA,4,143.36,Debit Card,03/09/2022,573.44,0.021845333,Autumn,36+,Toys R Us
I650642,C965554,0,24,Books,nanjing deji plaza,China,4,60.6,Credit Card,03/09/2022,242.4,0.009234286,Autumn,18-25,Barnes & Noble
I229423,C108888,1,42,Clothing,tokyo midtown,Japan,1,300.08,Credit Card,03/09/2022,300.08,0.011431619,Autumn,36+,H&M
I148386,C147624,1,29,Clothing,vivocity,Singapore,1,300.08,Credit Card,03/09/2022,300.08,0.011431619,Autumn,26-35,H&M
I144239,C759337,1,25,Books,king of prussia mall,USA,5,75.75,Cash,03/09/2022,378.75,0.014428571,Autumn,18-25,Kinokuniya
I235015,C546656,1,20,Food & Beverage,forum istanbul,Turkey,4,20.92,Debit Card,02/09/2022,83.68,0.00318781,Autumn,18-25,Taco Bell
I252397,C972398,1,60,Cosmetics,zorlu center,Turkey,2,81.32,Credit Card,02/09/2022,162.64,0.00619581,Autumn,36+,Sephora
I259885,C311372,0,53,Cosmetics,aventura mall,USA,3,121.98,Cash,02/09/2022,365.94,0.013940571,Autumn,36+,The Body Shop
I178937,C281107,1,48,Cosmetics,centro coyoacÃ¡n,Mexico,2,81.32,Credit Card,02/09/2022,162.64,0.00619581,Autumn,36+,Sephora
I281054,C110755,1,22,Books,robinsons place manila,Philippines,5,75.75,Cash,02/09/2022,378.75,0.014428571,Autumn,18-25,Waterstones
I155866,C220122,0,25,Cosmetics,south coast plaza,USA,2,81.32,Credit Card,02/09/2022,162.64,0.00619581,Autumn,18-25,Ulta Beauty
I319795,C203846,1,30,Books,galleria mall,Egypt,3,45.45,Cash,02/09/2022,136.35,0.005194286,Autumn,26-35,Kinokuniya
I306845,C605200,1,46,Food & Beverage,westfield world trade center,USA,4,20.92,Credit Card,02/09/2022,83.68,0.00318781,Autumn,36+,Mcdonald's
I317229,C142208,1,43,Food & Beverage,king of prussia mall,USA,1,5.23,Credit Card,02/09/2022,5.23,0.000199238,Autumn,36+,Pizza Hut
I285063,C205756,1,62,Food & Beverage,westfield parramatta,Australia,4,20.92,Cash,02/09/2022,83.68,0.00318781,Autumn,36+,Taco Bell
I954617,C585610,0,21,Clothing,westfield parramatta,Australia,4,1200.32,Cash,02/09/2022,4801.28,0.182905905,Autumn,18-25,Zara
I275623,C312824,0,29,Clothing,westfield london,UK,5,1500.4,Credit Card,02/09/2022,7502,0.285790476,Autumn,26-35,Forever 21
I234383,C226784,0,19,Clothing,vivocity,Singapore,5,1500.4,Cash,02/09/2022,7502,0.285790476,Autumn,18-25,Prada
I260890,C192783,1,51,Clothing,the grove,USA,3,900.24,Cash,02/09/2022,2700.72,0.102884571,Autumn,36+,Gap
I164033,C310623,1,59,Toys,pavilion kuala lumpur,Malaysia,5,179.2,Cash,01/09/2022,896,0.034133333,Autumn,36+,Toys R Us
I550817,C125826,1,57,Cosmetics,king abdulaziz center,Saudi Arabia,5,203.3,Debit Card,01/09/2022,1016.5,0.03872381,Autumn,36+,MAC
I329721,C242798,1,32,Technology,zorlu center,Turkey,4,4200,Credit Card,01/09/2022,16800,0.64,Autumn,26-35,Apple Store
I140421,C118919,0,66,Clothing,lotte world mall,South Korea,5,1500.4,Cash,01/09/2022,7502,0.285790476,Autumn,36+,H&M
I311142,C851717,1,64,Clothing,galleria mall,Egypt,5,1500.4,Cash,01/09/2022,7502,0.285790476,Autumn,36+,Zara
I314581,C100311,0,66,Cosmetics,zorlu center,Turkey,4,162.64,Debit Card,01/09/2022,650.56,0.024783238,Autumn,36+,MAC
I276594,C316122,1,46,Clothing,dubai mall,UAE,5,1500.4,Credit Card,01/09/2022,7502,0.285790476,Autumn,36+,H&M
I221924,C177228,0,50,Cosmetics,westfield london,UK,3,121.98,Cash,01/09/2022,365.94,0.013940571,Autumn,36+,The Body Shop
I124903,C251936,1,55,Cosmetics,lujiazui shopping mall,China,2,81.32,Cash,01/09/2022,162.64,0.00619581,Autumn,36+,Sephora
I250631,C126917,0,32,Cosmetics,sm mall of asia,Philippines,2,81.32,Debit Card,01/09/2022,162.64,0.00619581,Autumn,26-35,Ulta Beauty
